Company,Sector,Quarter,Speaker,Title,Role,Categories,Quantified,Sentiment,Quote
ADBE,Application Software,2025Q3,Shantanu Narayen,Chair and CEO,Executive,AI Infrastructure,No,0.8,"To your point, as it relates to the core Creative Professional and the amount of adoption that they are doing for AI, the migration to the Creative Cloud Pro offering did exceedingly well."
ADBE,Application Software,2025Q3,Aleksandr Zukin,Analyst,Analyst,Uncategorized,No,0.5,You exceeded your AI-first spending ARR target a quarter early.
ADBE,Application Software,2025Q3,David Wadhwani,President of Digital Media,Executive,"AI-Native Product, AI-Enhanced Feature, Internal Automation, AI Infrastructure",Yes,0.9,"The heavy use of AI has significantly contributed to the migration to Creative Cloud Pro, validating our strategy concerning the value and pricing associated with it."
ADBE,Application Software,2025Q3,Shantanu Narayen,Chair and CEO,Executive,Uncategorized,Yes,0.9,I am particularly excited about how Express is moving beyond the previous generation of templates with a conversational AI-based approach to creativity.
ADBE,Application Software,2025Q3,Anil Chakravarthy,President of Digital Experience,Executive,Uncategorized,No,0.6,"We see exactly, as you said, with the LLM, the new LLMs, the discovery to actual consideration, to purchase, maybe even the post purchase, that entire funnel is starting to consolidate and you're going to be seeing consumers actually adopt LLMs for the entire process."
ADBE,Application Software,2025Q3,Mark Moerdler,Analyst,Analyst,AI Infrastructure,No,0.3,Congratulations on the strong AI adoption; it's impressive to see how quickly you reached your AI targets.
ADBE,Application Software,2025Q3,Shantanu Narayen,Chair and CEO,Executive,"Internal Automation, AI Infrastructure",No,0.7,"In broad terms, we believe that the value of AI will come through software."
ADBE,Application Software,2025Q3,Michael Turrin,Analyst,Analyst,Uncategorized,No,0.2,"Why aren't you seeing degradation from AI adoption, given some of the metrics you're providing?"
ADBE,Application Software,2025Q3,Saket Kalia,Analyst,Analyst,Uncategorized,No,0.4,I mean I think a resounding theme on this call is sort of the infusion of AI into the core applications is really what's differentiating.
ADBE,Application Software,2025Q3,David Wadhwani,President of Digital Media,Executive,Internal Automation,No,0.5,"We have observed a clear link between increased AI usage and retention, and we are very optimistic about that."
ADBE,Application Software,2025Q3,Shantanu Narayen,Chair and CEO,Executive,AI-Enhanced Feature,No,0.9,"I think our strategy on really making sure that we tailor our products to the customer groups that we're focused on, Business Professionals and Consumers, Creators and Creative Professionals as well as Marketing Professionals just continues to give us a lot of confidence that we have effectively not"
ADBE,Application Software,2025Q4,Shantanu Narayen,CEO,Executive,"AI-Native Product, AI-Enhanced Feature, Internal Automation, AI Infrastructure",Yes,0.9,"In fiscal 2025, Adobe delivered significant AI-influenced and AI-first ending ARR, which accelerated through the year."
ADBE,Application Software,2025Q4,David Wadhwani,President of Digital Media,Executive,"AI-Native Product, AI-Enhanced Feature, Internal Automation, AI Infrastructure",Yes,0.9,"Digital Media had a record Q4, driven by user acquisition and expanded customer value across business professionals and consumers, and creators and creative professionals, underpinned by two big areas of innovation: generative AI models and agentic experiences."
ADBE,Application Software,2025Q4,Anil Chakravarthy,President of Digital Experience,Executive,"AI-Enhanced Feature, Internal Automation, AI Infrastructure, Risk/Regulatory",Yes,0.9,"In fact, our most recent Adobe Digital Index data, which is based on online transactions across more than 1 trillion visits to US retail sites, shows that generative AI traffic is up 760% thus far, this 2025 holiday season."
ADBE,Application Software,2025Q4,Dan Durn,CFO,Executive,"AI-Native Product, AI-Enhanced Feature, Internal Automation, AI Infrastructure, Risk/Regulatory",Yes,0.8,We delivered over $10 billion in operating cash flows while investing in AI product innovation.
ADBE,Application Software,2025Q4,Mark Murphy,Analyst,Analyst,Uncategorized,No,0.8,"Talking to customers down there, there was just quite a bit of interest in Firefly Foundry specifically because the customers can end up with this private AI model and, you know, something that'll understand their identity and their style."
ADBE,Application Software,2025Q4,Shantanu Narayen,CEO,Executive,AI-Native Product,No,0.9,I wanna use AI to create more.
ADBE,Application Software,2025Q4,Anil Chakravarthy,President of Digital Experience,Executive,Uncategorized,No,0.8,"How their brands appear, how they're positioned, especially in new channels like the LLMs, whether it's, you know, ChatGPT or Google or Perplexity."
ADBE,Application Software,2025Q4,Shantanu Narayen,CEO,Executive,Internal Automation,No,0.8,"When we think about our own spend and how we do this at Adobe as we are engaging with, you know, billions of customers, being able to provide an integrated way of spending money across search, across LLMs, and understanding what is the relative efficiency of that."
ADBE,Application Software,2025Q4,Shantanu Narayen,CEO,Executive,"Internal Automation, AI Infrastructure",Yes,0.8,"I mean, when we think how we've innovated in AI and transformed the business, you know, to serve the massive customer audiences that we see, what we've done a really good job of is in the business pros and consumers, you're seeing the MAU increase."
ADBE,Application Software,2025Q4,Shantanu Narayen,CEO,Executive,"AI-Enhanced Feature, AI Infrastructure, Risk/Regulatory",Yes,0.8,"Again, to the question that Keith asked earlier, it reflects, the progress that we made on Express and Acrobat, whether it's with AI assistant, whether it's with PDF spaces, whether it's with infusing creativity into that offering, Firefly, and Creative Cloud, and Creative Pro, CC Pro offering, Fire"
ADBE,Application Software,2025Q4,Jake Rubersch,Analyst,Analyst,Uncategorized,No,0.6,And good to see the partnership announced and integration with ChatGPT.
ADBE,Application Software,2025Q4,David Wadhwani,President of Digital Media,Executive,Internal Automation,Yes,0.8,"And, you know, that used to predominantly be focus on search and the web, and now we're seeing this incredible growth with, LLMs."
ADBE,Application Software,2025Q4,David Wadhwani,President of Digital Media,Executive,"Internal Automation, AI Infrastructure",No,0.8,"So just for the broader group on the call, if you take a step back, we introduced, generative credits a few years ago when we introduced, generative AI into our products."
ADBE,Application Software,2025Q4,Shantanu Narayen,CEO,Executive,Uncategorized,No,0.9,"How we've embraced AI and infused AI into all of those offerings, demonstrating that that's the value that people look as they increasingly adopt our solutions."
AMD,Semiconductors,2023Q1,Lisa Su,CEO,Executive,"AI-Native Product, AI-Enhanced Feature, Internal Automation, AI Infrastructure",Yes,0.6,"We executed very well in the first quarter as we delivered better-than-expected revenue and earnings in a mixed demand environment, launched multiple leadership products across our businesses, and made significant progress accelerating our AI roadmap and customer engagements across our portfolio."
AMD,Semiconductors,2023Q1,Jean Hu,CFO,Executive,"AI-Native Product, AI Infrastructure",Yes,0.3,"We have a very strong financial model, and we'll continue to invest in our long-term strategic priorities, including accelerating our AI offerings to drive sustainable value creation over the long term."
AMD,Semiconductors,2023Q1,Lisa Su,CEO,Executive,"AI-Native Product, AI Infrastructure",No,0.7,This means we are set to ramp our supercomputing projects as well as our early cloud AI initiatives in the fourth quarter.
AMD,Semiconductors,2023Q1,Lisa Su,CEO,Executive,"AI-Native Product, AI Infrastructure",No,0.8,"Now as it relates to your question about MI300, look, we're really excited about the AI opportunity."
AMD,Semiconductors,2023Q1,Lisa Su,CEO,Executive,Uncategorized,No,0.5,I'm excited about having AI-enabled on our Ryzen 7000 series.
AMD,Semiconductors,2023Q1,Joseph Moore,Analyst,Analyst,AI Infrastructure,No,0.4,"For my follow-up, you mentioned interest in MI300 regarding generative AI."
AMD,Semiconductors,2023Q1,Lisa Su,CEO,Executive,"AI-Native Product, AI Infrastructure",No,0.6,I would say we have been focused on AI as a strategic priority for AMD for a considerable time.
AMD,Semiconductors,2023Q1,Harlan Sur,Analyst,Analyst,"AI-Native Product, AI Infrastructure",No,0.5,"And in terms of other opportunities, there appears to be this trend towards more of your cloud and hyperscale customers opting to do their own silicon solutions around accelerated compute or AI offload ends, right?"
AMD,Semiconductors,2023Q1,Ross Seymore,Analyst,Analyst,Uncategorized,No,0.4,And pivoting for my follow-up on the AI side and MI300.
AMD,Semiconductors,2023Q1,Lisa Su,CEO,Executive,AI-Native Product,No,0.7,"In terms of generative AI, we believe we offer a strong value proposition from a hardware perspective, particularly in terms of performance relative to cost, which indicates high market demand."
AMD,Semiconductors,2023Q1,Timothy Arcuri,Analyst,Analyst,Internal Automation,No,0.4,"Lisa, there was a lot more talk on this call about AI."
AMD,Semiconductors,2023Q1,Lisa Su,CEO,Executive,"AI-Native Product, AI Infrastructure",No,0.6,"And the way you should think about our AI portfolio is it's really a broad AI portfolio across client, edge, as well as cloud."
AMD,Semiconductors,2023Q1,Lisa Su,CEO,Executive,AI Infrastructure,No,0.5,And then we'll have the beginnings of our MI300 ramp in the fourth quarter for both supercomputing and some early AI workloads.
AMD,Semiconductors,2023Q1,Jean Hu,CFO,Executive,"AI-Native Product, AI Infrastructure",No,0.3,"First, we have made substantial investments, particularly in networking and AI."
AMD,Semiconductors,2023Q1,Lisa Su,CEO,Executive,AI Infrastructure,No,0.4,So both the mix to cloud as well as the R&D expense has increased just given the large opportunities that we have across the data center and especially AI.
AMD,Semiconductors,2023Q1,Harsh Kumar,Analyst,Analyst,Uncategorized,No,0.2,I wanted to ask you about your views on the inferencing market for generative AI 3+.
