Company,Sector,Quarter,AI Mentions,Total Segments,AI Intensity %,Top Category,Who Brought It Up,Quantified Impact,Best Quote,Speaker
APH,Electronic Components,2023Q1,3,40,7.5,Internal Automation,Both (2E/1A),Yes,"With exciting new applications, including in particular artificial intelligence, together with the continued growth in overall data traffic, we're confident that we'll be able to realize the benefits of our leading position in this important market for many years to come.",Adam Norwitt
APH,Electronic Components,2023Q2,5,37,13.5,AI Infrastructure,Both (3E/2A),Yes,"This sequential uptick in sales was driven by a surge in demand from customers accelerating their investments in AI-focused systems, which offset somewhat weaker demand in more traditional markets.",Adam Norwitt
APH,Electronic Components,2025Q1,7,53,13.2,AI Infrastructure,Executive,Yes,"dollars and 134% organically, driven by surging demand for our products related to artificial intelligence and robust growth in our core IT datacom business.",Adam Norwitt
APH,Electronic Components,2025Q2,9,40,22.5,Uncategorized,Both (2E/7A),Yes,"dollars and organically, and this was driven by continued acceleration in demand for our products used in artificial intelligence applications, together with continued robust growth in our base IT datacom business.",R. Norwitt
APH,Electronic Components,2025Q3,9,48,18.8,Uncategorized,Both (5E/4A),Yes,"Sales in the quarter grew by a very strong 128% in US dollars and organically, and that was driven by the continued acceleration in demand for our products used in artificial intelligence applications, together with continued robust growth in our base IT Datacom business.",Adam Norwitt
APH,Electronic Components,2025Q4,4,36,11.1,Uncategorized,Both (3E/1A),Yes,This impressive book-to-bill in the quarter was primarily driven by robust bookings in the IT datacom market related to AI applications.,Craig Lampo
ADI,Semiconductors,2023Q1,1,52,1.9,Internal Automation,Executive,Yes,This subsector is highly aligned to secular growth trends from connectivity to AI-assisted compute to electrification to drug discovery and gene therapies.,Vincent Roche
ADI,Semiconductors,2024Q4,6,49,12.2,AI Infrastructure,Both (5E/1A),Yes,"In R&D, which is our first call on capital, we continue to strengthen our world-class analog foundation while extending the scope of our innovation capabilities with investments in digital software and AI.",Vincent Roche
ADI,Semiconductors,2025Q1,4,48,8.3,AI Infrastructure,Both (3E/1A),Yes,"Within the automatic testing equipment market, the growth of AI has significantly increased our signal chain and power content, in some cases, up to 300% across memory test systems.",Vincent Roche
ADI,Semiconductors,2025Q2,5,36,13.9,Internal Automation,Both (4E/1A),Yes,"Wireline and data center, which makes up roughly two-thirds of our total communications business, drove our strong growth as AI build-outs continue to increase demand for our power and optical control products.",Rich Puccio
ADI,Semiconductors,2025Q3,2,45,4.4,AI-Native Product,Executive,Yes,"As you've heard us detail on prior calls, our industrial recovery began in the aerospace and defense and instrumentation sectors, driven by our strong product and customer portfolio positions as well as spending growth in defense and AI infrastructure.",Vincent T. Roche
ADI,Semiconductors,2025Q4,7,45,15.6,AI Infrastructure,Both (6E/1A),Yes,"We've also intensified our focus on software, digital and artificial intelligence capabilities to strengthen our core franchise, enabling us to address increased customer complexity and expedite their innovation cycles and time to market.",Vincent Roche
AON,Insurance Brokers,2023Q1,0,89,0.0,,,No,,
AON,Insurance Brokers,2023Q2,3,69,4.3,Internal Automation,Both (2E/1A),No,We're excited about AI in how it can apply to our business.,Christa Davies
AON,Insurance Brokers,2023Q3,3,67,4.5,AI-Native Product,Executive,Yes,"Second, on workforce planning to align skills and capabilities required to deliver on the digital-first opportunity embedded in AI business services as well as workforce changes to strengthen our client-serving capabilities and optimize risk capital and human capital.",Greg Case
AON,Insurance Brokers,2023Q4,1,50,2.0,AI-Native Product,Executive,Yes,"These four megatrends revolve around trade and the consequence of sustained geopolitical uncertainty, technology particularly the rise of AI, weather reflecting the rate of natural catastrophes, and workforce where the pandemic has fundamentally impacted talent.",Greg Case
AON,Insurance Brokers,2025Q3,1,45,2.2,AI-Native Product,Executive,Yes,"In addition, advancements in AI are surging demand for cloud infrastructure and are fueling unprecedented investment in data center construction with CapEx estimated to exceed $2 trillion globally over the next several years.",Gregory Case
AON,Insurance Brokers,2025Q4,5,31,16.1,AI Infrastructure,Executive,Yes,We continue to innovate; ABS provides the foundation to deliver innovative solutions and deploy AI where it drives real value across our business.,Gregory Case
APA,Oil & Gas Exploration & Production,2023Q1,0,94,0.0,,,No,,
APA,Oil & Gas Exploration & Production,2023Q2,0,85,0.0,,,No,,
APA,Oil & Gas Exploration & Production,2023Q3,0,69,0.0,,,No,,
APA,Oil & Gas Exploration & Production,2024Q4,0,69,0.0,,,No,,
APA,Oil & Gas Exploration & Production,2025Q1,0,66,0.0,,,No,,
APA,Oil & Gas Exploration & Production,2025Q2,1,41,2.4,Vague/Buzzword,Executive,No,"There is an opportunity for AI to assist in this, and we are currently assessing that potential.",Ben C. Rodgers
APA,Oil & Gas Exploration & Production,2025Q3,0,68,0.0,,,No,,
APO,Asset Management & Custody Banks,2024Q2,2,38,5.3,AI Infrastructure,Executive,Yes,We are going to spend an awful lot of money on the next generation of infrastructure for data centers and AI.,Marc Rowan
APO,Asset Management & Custody Banks,2024Q3,0,48,0.0,,,No,,
APO,Asset Management & Custody Banks,2024Q4,1,44,2.3,Internal Automation,Executive,Yes,And this is not just about AI and next-generation technologies.,Marc Rowan
APO,Asset Management & Custody Banks,2025Q1,0,39,0.0,,,No,,
APO,Asset Management & Custody Banks,2025Q2,1,45,2.2,AI Infrastructure,Executive,Yes,I would specifically highlight the opportunity we see in financing AI infra projects.,James Charles Zelter
AAPL,"Technology Hardware, Storage & Peripherals",2024Q1,7,63,11.1,AI Infrastructure,Both (4E/3A),Yes,They are praising everything from the incredible experience of watching a movie on a 100-foot screen to remarkable new machine learning capabilities like hand tracking and room mapping.,Tim Cook
AAPL,"Technology Hardware, Storage & Peripherals",2024Q2,12,83,14.5,AI Infrastructure,Both (7E/5A),Yes,We continue to feel very bullish about our opportunity in Generative AI.,Tim Cook
AAPL,"Technology Hardware, Storage & Peripherals",2024Q3,20,74,27.0,Uncategorized,Both (10E/10A),Yes,"At our Worldwide Developers Conference, we were thrilled to unveil game-changing updates across our platforms, including Apple Intelligence.",Tim Cook
AAPL,"Technology Hardware, Storage & Peripherals",2024Q4,16,70,22.9,Uncategorized,Both (10E/6A),Yes,"And in June, we announced Apple Intelligence, a remarkable personal intelligence system that combines the power of generative models with personal context to deliver intelligence that is incredibly useful and relevant.",Tim Cook
AAPL,"Technology Hardware, Storage & Peripherals",2025Q1,16,83,19.3,Uncategorized,Both (8E/8A),Yes,"In October, we released the first set of Apple Intelligence features in U.S.",Tim Cook
AMAT,Semiconductor Materials & Equipment,2023Q4,6,84,7.1,AI Infrastructure,Both (5E/1A),Yes,"In 2024, we expect demand from our leading-edge foundry logic customers to be stronger year-on-year, underpinned by higher PC, cloud, and AI data center spending as well as the initial build-out of Gate-All-Around nodes.",Gary Dickerson
AMAT,Semiconductor Materials & Equipment,2024Q1,5,77,6.5,AI Infrastructure,Both (4E/1A),Yes,"For example, high-performance GPUs for AI data centers only represent 6% of leading-edge foundry-logic wafer starts today.",Gary Dickerson
AMAT,Semiconductor Materials & Equipment,2024Q2,7,69,10.1,AI Infrastructure,Executive,Yes,"In my prepared remarks today, I'll provide some examples of how Applied's innovations are helping to enable multi-trillion-dollar technology inflections, including AI.",Gary Dickerson
AMAT,Semiconductor Materials & Equipment,2024Q3,16,71,22.5,AI-Native Product,Both (14E/2A),Yes,"In today's call, I will summarize some of the key themes we talked about at that event including: how advancing energy-efficient computing performance is critical to deploying AI at scale, why the energy-efficient computing roadmap is increasingly enabled by materials engineering and Applied Materia",Gary Dickerson
AMAT,Semiconductor Materials & Equipment,2024Q4,6,47,12.8,AI Infrastructure,Both (5E/1A),Yes,"In the coming years, we are going to experience the biggest technology changes of our lifetimes with major advances in automation and robotics, electric and autonomous transportation, clean energy, and artificial intelligence.",Gary Dickerson
APP,Application Software,2023Q3,4,42,9.5,AI Infrastructure,Executive,Yes,"Turning to our segment reporting, we are excited to see our software platform and AI-driven technologies help our advertising partners expand their reach, achieve better returns on their investments, and increase their spending with us.",Herald Chen
APP,Application Software,2023Q4,3,57,5.3,AI-Native Product,Executive,Yes,"This is a clear testament to the strength and potential of the updates we have made to our AI advertising engine, AXON.",Adam Foroughi
APP,Application Software,2024Q1,3,55,5.5,Uncategorized,Executive,Yes,"By expanding into web-based marketing and e-commerce, we expect our AI models to improve with added demand diversity.",Adam Foroughi
APP,Application Software,2024Q2,4,48,8.3,Uncategorized,Executive,Yes,"We will work tirelessly to achieve the goals we set and hope that over the next many quarters and years together, you will have a better sense of how an AI-driven marketing platform creates growth opportunities that just weren't possible in advertising before because technologies were not this sophi",Adam Foroughi
APP,Application Software,2024Q3,4,73,5.5,Internal Automation,Both (3E/1A),Yes,"While we can't predict the timing of these breakthroughs, we're in the early stages of AI software development, both within our company and in the broader industry.",Adam Foroughi
APP,Application Software,2025Q2,1,61,1.6,Internal Automation,Executive,Yes,All technologies in advertising are going to move to AI to automate most of this funnel in the future.,Adam Arash Foroughi
APP,Application Software,2025Q3,6,64,9.4,Internal Automation,Both (5E/1A),Yes,We'll continue tuning our onboarding flows and ramping more AI agents into the workflow to support a seamless experience for new advertisers.,Adam Foroughi
APTV,Automotive Parts & Equipment,2023Q1,0,73,0.0,,,No,,
APTV,Automotive Parts & Equipment,2023Q2,0,56,0.0,,,No,,
APTV,Automotive Parts & Equipment,2024Q4,3,63,4.8,AI Infrastructure,Executive,Yes,"And lastly, Wind River's launch of Elixir Pro, which has generated significant interest from the broader enterprise Linux ecosystem with launch partners including AWS, Capgemini, Intel, SEIC, and Supermicro.",Kevin Clark
APTV,Automotive Parts & Equipment,2025Q1,1,50,2.0,AI-Native Product,Executive,Yes,"The integration of ServiceNow’s AI-powered platform and CRM workflows with Wind River’s Cloud Platform, which is a cloud-native on-premises private cloud solution, and eLxr Pro, Wind River’s enterprise Linux offering for AI and mission-critical workloads, will drive intelligent automation and operat",Kevin Clark
APTV,Automotive Parts & Equipment,2025Q2,1,59,1.7,AI-Native Product,Executive,Yes,"We're also awarded a full system ADAS program with Leapmotor, a Chinese EV OEM for the European market, which includes in our costs from Wind River running on a China local SoC and an AI-powered vision stack from StradVision.",Kevin P. Clark
APTV,Automotive Parts & Equipment,2025Q3,1,50,2.0,AI-Native Product,Executive,Yes,"Efforts to expand Wind River's Edge AI ecosystem continue with three new strategic AI partnerships forged this quarter, including with Latent AI to bring AI capabilities to real-time edge platforms for mission-critical infrastructure, Toradex to advance innovation for aerospace and defense by unitin",Kevin P. Clark
APTV,Automotive Parts & Equipment,2025Q4,2,46,4.3,AI-Native Product,Both (1E/1A),Yes,"Our momentum continued during the fourth quarter across all segments, as reflected by our partnership announcements with two robotics companies, Robust AI and Vecna Robotics, spanning sensing, compute, and software in intelligent systems.",Kevin Clark
ACGL,Property & Casualty Insurance,2024Q1,0,68,0.0,,,No,,
ACGL,Property & Casualty Insurance,2024Q2,0,84,0.0,,,No,,
ACGL,Property & Casualty Insurance,2024Q3,0,77,0.0,,,No,,
ACGL,Property & Casualty Insurance,2024Q4,0,104,0.0,,,No,,
ACGL,Property & Casualty Insurance,2025Q1,0,62,0.0,,,No,,
ADM,Agricultural Products & Services,2023Q3,0,42,0.0,,,No,,
ADM,Agricultural Products & Services,2023Q4,0,42,0.0,,,No,,
ADM,Agricultural Products & Services,2024Q1,0,51,0.0,,,No,,
ADM,Agricultural Products & Services,2024Q2,0,46,0.0,,,No,,
ADM,Agricultural Products & Services,2024Q3,0,46,0.0,,,No,,
ADM,Agricultural Products & Services,2025Q4,1,39,2.6,Risk/Regulatory,Executive,No,"And there are many, many countries that with the need for more energy for all the AI that you see and all that, there is a strong desire of removing a little bit of the burden of transportation into the oil segment.",Juan Luciano
ARES,Asset Management & Custody Banks,2023Q1,0,65,0.0,,,No,,
ARES,Asset Management & Custody Banks,2023Q2,0,56,0.0,,,No,,
